"Insert (nedtrie)","Find 0-N (nedtrie)","Find N (nedtrie)","Remove (nedtrie)","Iterate (nedtrie)","Insert (rbtree)","Find 0-N (rbtree)","Find N (rbtree)","Remove (rbtree)","Iterate (rbtree)","Insert (hash)","Find 0-N (hash)","Find N (hash)","Remove (hash)","Iterate (hash)","Insert (trie_map<size_t>)","Find 0-N (trie_map<size_t>)","Find N (trie_map<size_t>)","Remove (trie_map<size_t>)","Iterate (trie_map<size_t>)","Insert (map<size_t>)","Find 0-N (map<size_t>)","Find N (map<size_t>)","Remove (map<size_t>)","Iterate (map<size_t>)","Insert (unordered_map<size_t>)","Find 0-N (unordered_map<size_t>)","Find N (unordered_map<size_t>)","Remove (unordered_map<size_t>)","Iterate (unordered_map<size_t>)"
5707480.615343,5820063.328541,5933162.373522,9262514.952900,13184765.586017,5910367.804937,6890143.961811,6940749.755400,8879567.607096,12954551.038917,9778492.659759,6051270.436342,6431874.707346,13776836.814462,17490261.593192,2935114.124533,5098071.715927,5088822.065352,3899873.326343,18089763.699512,4072746.658257,6915225.933988,6324972.038157,4887300.626848,12273946.670033,8337088.776211,9119572.603636,10356922.506147,7388681.838428,13901266.478415
5704709.550949,5818755.479201,5929996.250026,9253890.967836,13161089.207816,5909090.977273,6889309.506394,6941942.132007,8881851.845269,12954537.296125,9782349.924870,6056522.731820,6437225.126268,13779147.014997,17514983.315631,2925292.460721,5077352.106333,5062821.578172,3911226.663623,18085936.093153,4072568.454168,6917475.272209,6323893.723123,4887620.643295,12273508.612877,8326918.896761,9116692.532440,10356619.697823,7402687.257240,13901002.916042
5700528.815412,5817339.867105,5928519.670362,9242046.393747,13137689.350095,5908198.578622,6890281.555887,6939872.574111,8884299.338989,12953310.655880,9786532.750320,6062814.030575,6437542.034334,13790076.422327,17536036.973388,2934610.978139,5098593.822844,5092120.915767,3900595.476489,18085482.998696,4073864.430372,6918003.944248,6334354.491898,4886658.964192,12274103.214135,8326616.636052,9114436.887553,10355624.124608,7406694.791990,13902831.695583
5697937.665187,5815419.346112,5928169.361430,9233455.743816,13114663.726052,5907369.736528,6889767.411541,6939018.813948,8886378.748831,12953355.221554,9786068.787864,6074305.428425,6433020.478897,13798119.460890,17563879.003988,2926075.439178,5072148.531398,5064595.221170,3915188.815294,18085497.958578,4074120.824541,6917682.904099,6330537.345997,4888732.538476,12273046.651295,8328494.905347,9116495.321514,10355660.939858,7406799.658909,13905157.627741
5694679.490220,5811245.407704,5926418.595719,9228885.613079,13090918.950907,5905193.302493,6885672.259338,6938919.350738,8884465.776973,12960874.732507,9790903.075355,6082531.099831,6427913.675577,13807400.122345,17585722.817616,2934613.889396,5091189.914834,5096889.495470,3902371.199736,18085102.313892,4076946.239951,6924307.580611,6333681.693765,4885843.717344,12272135.316393,8329376.926421,9119632.078255,10349268.058319,7414183.642706,13951329.481558
5693567.897967,5808089.152850,5927274.304972,9220365.500914,13068077.652546,5903742.089500,6885826.377851,6940622.898823,8883123.081263,12960159.721673,9804337.367611,6088242.635649,6424692.413382,13816174.335482,17606520.095263,2924129.132292,5071689.616769,5066359.230357,3912959.410426,18084582.902533,4072487.268888,6923289.045432,6329596.958966,4886776.662524,12268402.128111,8338242.148178,9137380.727326,10363593.826227,7419164.240974,14000308.424989
5693451.614904,5807287.653890,5926919.307357,9220222.200962,13067093.644256,5902819.643394,6887256.899720,6938324.474072,8882790.979183,12959778.587170,9809138.663390,6098201.320846,6423557.684800,13815935.662289,17625984.512733,2935222.192852,5090288.129238,5093155.015260,3898250.571213,18084187.481862,4074110.473867,6926566.415000,6333217.415374,4885098.493931,12269477.516691,8346323.070693,9153929.038375,10373539.019579,7435700.864002,14044644.746569
5691497.467576,5808155.750112,5928121.549571,9216266.504439,13066853.052629,5901960.831595,6885340.625704,6937530.627870,8882512.530844,12961287.643175,9815644.792003,6101535.715448,6422635.790232,13817990.584080,17636503.849356,2924711.393281,5064354.301669,5064466.350724,3912534.229780,18085470.761929,4075758.482689,6925550.192395,6331869.189360,4887426.838507,12269958.502041,8357371.294201,9180022.338375,10387822.335085,7441828.147050,14092375.123628
5690883.464339,5807744.372453,5927184.659344,9217675.368064,13072409.142458,5900711.417479,6885064.736400,6937421.441056,8882615.570443,12967786.299129,9816454.123995,6101200.826410,6424866.957909,13821335.221169,17634473.633517,2933396.157401,5087102.837295,5093689.442313,3896372.880653,18085752.439813,4076066.879208,6929414.208590,6335109.809103,4886310.674503,12270952.232443,8364795.426409,9198805.662477,10401149.004462,7447133.680922,14139174.932736
5695242.991370,5809201.369908,5928755.719415,9223243.162123,13086751.308373,5900215.939896,6885116.765935,6936462.474472,8882810.063810,12968005.350961,9816840.122051,6098887.737897,6424507.658441,13822095.225608,17648403.073905,2923455.300964,5058934.347724,5067607.856265,3910925.923331,18085776.920960,4075271.995984,6928842.196071,6342134.608565,4884412.013462,12268258.047223,8373284.742230,9215587.448719,10413128.833659,7442052.061403,14188996.613605
5696812.261816,5809711.737676,5931704.106591,9228704.692136,13108947.503292,5899906.913765,6885457.856799,6936546.195415,8882672.926318,12968556.840773,9817713.756334,6103129.399138,6420371.248934,13831445.908019,17648044.851017,2933392.842527,5078710.256390,5094917.408189,3898512.543944,18090278.333573,4074998.050163,6930614.556748,6343151.092814,4885509.120618,12268321.677654,8391488.705612,9233073.851949,10428044.320274,7438526.651633,14234962.743110
5699573.794585,5810971.919471,5932815.583832,9238958.922779,13131692.288412,5899059.921860,6885973.828323,6938427.902424,8881954.049152,12969526.492633,9818083.194608,6107274.355614,6419971.911015,13829662.858094,17633436.254440,2924168.535371,5058287.523910,5064521.061054,3911584.040303,18090330.912603,4074299.771818,6929730.500144,6341068.180054,4887613.998466,12267364.270282,8400202.746980,9253974.673443,10441920.685634,7444354.977362,14283149.961223
5701139.629690,5814383.706413,5933900.187905,9245410.694178,13154193.055387,5899610.970773,6886756.688340,6937905.157041,8882463.783330,12968520.617604,9823343.436192,6108106.459001,6422745.171392,13823263.205105,17633154.222710,2933596.682536,5082032.120128,5092025.490536,3898245.228441,18090297.824650,4072394.557689,6932607.159131,6344446.140619,4885171.998739,12268264.708042,8407827.702858,9273598.416634,10455910.997355,7450514.517890,14331005.093950
5703754.244177,5817874.445649,5935283.164504,9251401.577032,13176859.341408,5900158.703560,6888565.490180,6937666.580408,8883671.869468,12968643.184844,9823247.518057,6107328.578464,6425936.573869,13824969.768292,17633232.436636,2923282.408140,5060352.457425,5063138.642529,3911460.582186,18090274.165695,4070956.314540,6925318.126150,6342166.540439,4889222.972327,12267948.531940,8416122.242573,9295194.784527,10477010.572909,7442006.018917,14336091.305781
5707178.373091,5821565.218411,5936533.693295,9259039.281309,13199912.844366,5900886.073101,6889485.815057,6937101.201544,8880022.563890,12968662.867058,9822227.383986,6102651.237119,6425021.750935,13824967.855048,17633281.252097,2934585.412889,5083047.005451,5094667.412869,3899318.763595,18090317.226215,4075318.339045,6930986.652135,6335249.701413,4886597.107207,12268887.693929,8414579.591284,9296281.254773,10477561.633587,7446822.868441,14331304.274876
5707151.403575,5821498.065028,5934633.554391,9259622.778291,13201220.740993,5901198.353276,6892424.764258,6936657.526873,8878174.039161,12968707.205277,9821834.750099,6102652.586498,6421881.720240,13834029.452101,17646687.064305,2923743.913828,5064600.502288,5068728.478964,3912614.085121,18090806.935841,4073839.193346,6928511.061559,6332149.918895,4889499.554706,12265615.028887,8415492.310445,9300785.733595,10482106.891816,7443993.455390,14332506.940197
5707032.632044,5821403.875185,5934179.503882,9264910.295838,13201244.567935,5901722.628610,6891008.861513,6936745.662938,8877016.194757,12968870.317977,9822432.734809,6105486.865538,6420617.498694,13833939.811615,17645866.912327,2934419.982788,5091349.163238,5097750.667861,3899602.001180,18090707.230019,4075062.460962,6927701.247443,6333974.687989,4882613.469269,12265993.841213,8413999.723927,9294558.047231,10481520.265299,7452221.975597,14330559.206264
5705438.524507,5821120.864885,5935307.347465,9266387.292152,13201207.212352,5901757.052501,6890752.972962,6938518.549251,8874976.320518,12969450.313647,9823224.024397,6107298.603167,6418370.840732,13831399.164575,17644969.351236,2923766.751499,5072132.597421,5068911.629104,3913179.034200,18090445.821934,4074590.499014,6926543.230215,6334304.055872,4883587.289756,12265489.407982,8403369.892303,9292230.856046,10482390.926411,7463617.474427,14333788.287914
5703447.390051,5821214.117315,5934823.735131,9267863.192603,13209392.031309,5904045.616053,6889374.145363,6938448.266212,8874075.436976,12969408.392186,9823588.750847,6110014.674957,6418091.028905,13821322.388975,17649782.957239,2933492.088091,5098627.109500,5095977.500123,3900715.252756,18090574.304739,4074876.091180,6928885.411275,6336365.759699,4889588.519213,12267853.600879,8402931.035287,9293230.047416,10485017.270689,7475045.889513,14328590.524696
5703206.592795,5821856.102855,5932973.822919,9271108.777283,13210382.165796,5903174.739981,6890814.038938,6938085.717579,8875852.748051,12969248.519500,9823141.642610,6106905.492668,6421639.030017,13823046.038829,17650099.722081,2924602.779646,5075256.149252,5067249.511346,3914807.429785,18089865.875717,4074247.135886,6923851.766903,6333362.860354,4890746.494788,12269228.064680,8404199.847914,9300153.063773,10485624.706571,7495339.149987,14331435.932374
5703864.473479,5822262.825121,5932968.429506,9271139.088155,13211176.270454,5902216.550202,6890529.708470,6937091.746641,8874622.535996,12962187.604028,9824037.369594,6107594.529545,6421487.508382,13826963.159258,17664701.224762,2932668.418313,5095078.570502,5095681.091287,3903313.227189,18089823.340582,4075006.817764,6927166.551464,6335810.304187,4889690.737185,12268719.919620,8403088.292865,9303076.399454,10485145.410286,7507082.546582,14328669.772341
5704688.402252,5818135.471701,5932948.670244,9274835.241614,13211268.271850,5903184.435412,6888989.005538,6934080.539601,8872210.100854,12962040.197491,9824233.732066,6105658.228487,6416404.917326,13835130.156249,17664627.319813,2922958.286429,5073331.390192,5065596.520599,3915545.651201,18089752.462284,4076409.376295,6922382.776944,6326181.611554,4891948.598212,12266989.067065,8402292.977483,9302516.402481,10484769.916771,7517958.666276,14334054.621066
5704564.950605,5819408.970607,5932619.766217,9278758.255534,13211499.115667,5900869.999625,6891376.877456,6933173.689582,8868209.107403,12962118.911299,9824862.956144,6108633.008001,6412376.121166,13834727.623070,17665392.630066,2934277.786153,5095267.493440,5094719.584597,3904308.682544,18089558.145121,4077151.015437,6925232.160890,6327774.872540,4888709.426710,12266866.259631,8400783.025320,9301613.365331,10481589.817098,7533220.687953,14329232.363483
5703191.130639,5817682.376865,5932215.374048,9280748.032823,13211645.700174,5900215.860955,6891584.564423,6933066.780548,8864815.298234,12961771.250508,9825907.132885,6117172.883973,6413929.642985,13833903.471391,17643101.207600,2924552.285783,5071987.350420,5064418.771560,3918396.718141,18089572.637596,4074450.045568,6920649.108467,6334576.003569,4886710.388310,12265075.291766,8401616.268675,9299360.938181,10480020.579164,7536171.010102,14328254.569826
5702918.422430,5817831.990393,5933817.337325,9281830.645307,13203898.456890,5897871.022701,6890057.403724,6932627.788489,8861838.262150,12962184.973513,9827161.646739,6117757.100253,6415943.942805,13825972.186496,17641831.892084,2935410.526127,5090430.503841,5090634.831377,3905725.937687,18088979.170650,4075790.891003,6922207.370857,6337432.471153,4884235.598210,12266034.423738,8400525.254624,9297416.361879,10478662.049691,7541882.532535,14328620.144961
5703202.264144,5818740.617567,5934260.951939,9277412.904512,13204389.458105,5897119.490445,6890680.413346,6932421.820568,8859883.317022,12961611.259366,9827475.479519,6115671.507621,6416431.054807,13827864.655708,17641855.007427,2925351.937062,5066048.499002,5061164.027417,3916944.685599,18089439.452156,4075100.939861,6920577.381348,6336601.913017,4889442.487179,12264563.466384,8401289.557693,9301122.070631,10477114.847820,7539861.922869,14332396.083416
5705209.932403,5819734.703095,5932359.562066,9278688.699125,13203938.966312,5897705.271261,6892238.488802,6932417.500896,8855880.877515,12950094.201026,9821527.345377,6115454.641184,6417587.868743,13832535.926428,17642887.523057,2935750.702478,5088534.727321,5087961.201836,3904696.319321,18089833.276166,4071924.496294,6922914.519501,6337260.933544,4887012.924223,12264300.952525,8410744.417495,9306307.604696,10476830.607659,7540186.043535,14293194.389764
5706760.177270,5818568.389761,5932784.957389,9276212.674748,13203973.644021,5896565.499792,6891363.671439,6932166.777523,8854474.687401,12949950.903025,9821620.372191,6117734.826693,6416749.631100,13844522.697166,17638055.953391,2926566.985587,5068198.004933,5059487.420120,3916803.108701,18089819.148525,4071374.298198,6920473.678494,6333409.170038,4886411.202770,12263764.164973,8411480.278439,9303045.293406,10477828.667509,7531894.085093,14297949.922369
5707513.317475,5818743.444771,5932917.310725,9276559.155315,13203508.223466,5897570.846077,6887885.764337,6931770.206656,8851960.178759,12949146.096443,9823514.211551,6118076.361055,6413794.002368,13843376.521805,17637991.361417,2935725.563205,5090015.976459,5087371.636107,3901591.748401,18089805.274636,4073122.478800,6923220.569943,6329252.661853,4882954.473964,12260559.456419,8410745.094404,9299349.117303,10477711.754283,7521407.819242,14295100.725761
5707038.114367,5820117.124278,5932738.420238,9279307.197781,13195657.946032,5899146.726703,6888447.532296,6931750.442200,8851336.320322,12955052.344871,9823992.505181,6118217.056256,6411222.009216,13842388.550889,17637933.545941,2926666.146081,5068007.872522,5057613.185077,3913167.757096,18089545.071709,4072250.334679,6919058.785353,6327619.412252,4883822.873577,12259732.762007,8411675.623362,9297344.603384,10479247.496277,7498907.966264,14299961.649028
5706594.592502,5819742.875472,5932766.640624,9274578.003437,13195159.737687,5894225.737966,6885251.527565,6929634.372556,8843919.506989,12932354.105940,9824005.810820,6119192.842783,6415080.758786,13843131.479297,17624930.448839,2936428.631570,5089786.955659,5085999.465409,3899623.766232,18089862.742398,4072097.994736,6920026.972409,6334685.231641,4877404.211951,12260007.754138,8410624.319317,9295928.423698,10479637.234294,7491979.046764,14294776.973575
5706295.436945,5818585.216276,5931322.825252,9273540.451373,13194682.549061,5888577.014753,6881133.126244,6927016.116405,8836305.399619,12909186.110342,9825035.888902,6119753.963910,6417990.527992,13836389.746989,17624184.186772,2927051.122034,5070304.052747,5056848.657369,3912201.966071,18090000.509033,4071793.513496,6921470.877331,6331442.745097,4879528.418580,12259851.344367,8412424.948390,9293748.648212,10482632.294685,7480148.812419,14293964.614545
5707565.270121,5817703.740823,5931684.978755,9272009.075485,13193174.740389,5883762.230814,6876699.035958,6924335.482075,8832435.759291,12879340.292220,9821436.899854,6117002.186752,6417698.490130,13839792.371412,17646456.107642,2936609.875760,5090003.946741,5083127.778433,3899620.665052,18089863.475476,4073500.841257,6922057.493041,6331572.315447,4881299.975881,12260112.938035,8412262.964379,9296277.655610,10483413.945113,7462903.596085,14296581.566996
5707622.710870,5816650.805073,5931151.132832,9271282.306363,13198932.921012,5878839.477131,6872412.900127,6924040.459834,8825456.422345,12855892.639421,9817843.068776,6117264.560837,6417217.721368,13851043.865609,17646911.788133,2927257.408022,5071717.300752,5053768.519221,3912164.216792,18089717.055485,4068174.076320,6916539.529296,6328652.932194,4881435.279098,12258151.834233,8411102.742544,9292944.899886,10483756.563565,7455759.657105,14302630.685704
5708422.495289,5815628.054631,5931019.841900,9275374.400731,13190103.518356,5873638.007897,6869871.079467,6921281.189267,8816978.086704,12832837.034104,9813561.267806,6119162.722173,6416381.922641,13852070.982601,17648824.265795,2937258.190791,5095211.691558,5078987.669039,3896983.062207,18089115.993884,4068542.870542,6913383.014506,6328381.111174,4879806.586207,12258774.033275,8409542.793044,9288019.883470,10483125.689461,7457526.518377,14296795.780616
5706443.263838,5814244.173981,5932868.426376,9273829.637602,13189527.211339,5867083.526663,6862442.508101,6918395.274828,8812588.708945,12820656.592808,9820324.490791,6116821.086370,6410401.740329,13850812.382023,17648610.003844,2929230.562820,5067430.231098,5050696.348689,3910909.459839,18088581.534133,4071167.214117,6909945.203892,6317487.195046,4882475.025012,12258322.138095,8411003.937590,9283291.716741,10483302.318894,7458722.678214,14337332.399304
5705462.094615,5816378.799895,5930842.191092,9271193.481147,13187653.094730,5863542.917039,6862187.500836,6917323.562136,8808742.773039,12808683.466731,9820748.354380,6113069.906033,6409772.088433,13851076.517619,17646542.355714,2937985.324220,5088204.293178,5076785.625454,3899321.675177,18074953.566783,4071202.084608,6909669.131332,6319790.703961,4879396.854556,12258170.492685,8397958.730030,9285179.587067,10482003.904574,7467875.670209,14335065.166782
5704723.667219,5814600.504773,5932140.382247,9267930.504902,13186994.449467,5864405.938226,6865013.666489,6915561.528144,8810891.967136,12802640.544290,9820429.369568,6113960.226242,6411399.903099,13844561.366547,17647687.910723,2929057.571657,5065109.230118,5049084.930323,3913531.662345,18074978.817166,4069788.005863,6906268.072167,6324994.989208,4880480.647700,12258519.276953,8398079.839130,9285237.625799,10481093.509698,7477493.016685,14339787.804046
5705248.424140,5813377.806530,5931978.836496,9266377.313303,13186411.472148,5863004.803006,6863723.255712,6916208.322056,8811646.914502,12803625.324138,9820295.534801,6113014.416073,6412296.414382,13845631.939732,17651201.843007,2939608.855974,5084839.721557,5077016.279975,3899774.269809,18075089.312303,4070791.633317,6905712.913592,6324271.521851,4876473.236236,12259566.594765,8396258.565457,9283012.393399,10479952.226650,7498804.423581,14336836.076063
5705336.227462,5815340.541452,5932038.513183,9267442.103882,13186824.639610,5867803.070605,6866487.194517,6921890.967643,8820568.677813,12826029.564649,9820862.242824,6111757.245563,6411666.702739,13847937.056122,17664284.379255,2930168.662381,5067761.728528,5049560.111226,3914027.118217,18074755.494471,4069589.652842,6903116.494928,6321926.144417,4883114.245069,12259098.637182,8398048.667533,9271710.152407,10476537.827854,7502249.848829,14338866.422205
5704006.976387,5815499.571305,5932000.654839,9266207.072285,13186488.656439,5876066.567594,6868024.769121,6922622.813281,8829687.718933,12848437.808663,9820656.751312,6110267.570426,6408756.152086,13856139.266728,17664235.576687,2939775.959792,5088221.993961,5072758.276240,3900481.975271,18075507.225231,4066087.037071,6901676.077665,6324501.668468,4881011.429107,12259146.816190,8396139.172357,9271338.549205,10475519.747300,7514009.411605,14339289.205681
5704138.502722,5817925.764181,5931963.465208,9265162.102810,13187070.249104,5880790.619172,6872007.768585,6925658.290076,8838023.175430,12878230.954361,9821512.667256,6108599.532894,6405525.996266,13854439.447163,17664184.588659,2930694.420830,5067498.984842,5046510.062078,3912551.687314,18075315.543466,4064988.809087,6899036.717981,6323555.611696,4883549.942365,12259268.671273,8396871.880415,9272300.178822,10472882.903265,7524239.420032,14342582.947445
5704572.683639,5818028.849467,5930494.881715,9263807.667175,13188022.543660,5886708.297131,6874113.860001,6928136.384583,8843040.453152,12900871.936536,9825730.829747,6105304.849807,6399743.043382,13851062.005795,17664374.361797,2940636.714438,5089435.711085,5073521.459957,3900411.397919,18049657.054072,4070561.958133,6906186.858945,6323617.534832,4881880.150184,12260306.701278,8397462.782865,9274364.523700,10455627.799449,7523598.652369,14336225.712486
5704674.937874,5817978.760231,5929848.542949,9262732.808603,13196204.161284,5891551.764367,6878851.731243,6929007.109001,8852075.704162,12924036.522500,9830946.795855,6102234.096530,6399131.112151,13849045.236060,17642961.186246,2932274.605801,5069015.949982,5048007.779878,3915652.865467,18049731.646343,4069387.081572,6910845.965660,6323057.823990,4883401.814492,12261989.637796,8398525.651177,9277104.528643,10456906.916425,7523088.794663,14341285.357565
5706255.513492,5818920.722331,5929851.593568,9263643.414697,13197014.427623,5896420.445158,6885137.337792,6931874.449293,8861137.085112,12945687.305723,9830770.858210,6100388.198801,6403665.495283,13848416.152880,17643037.987052,2941577.835759,5097287.544473,5074249.305592,3902622.306739,18024826.852162,4069622.098414,6907531.003810,6332021.844696,4880177.041859,12262115.617536,8398043.743672,9280255.658668,10456374.096368,7520177.823464,14335471.487104
5706867.224620,5815504.896434,5929818.503559,9268902.105203,13198536.289364,5899704.280576,6885687.005666,6933409.623770,8862551.087345,12956929.097649,9831738.493143,6102361.210937,6402874.860343,13839058.953589,17645350.741801,2933273.050958,5074511.249939,5048209.867446,3913821.703245,18038334.022067,4068779.042415,6906432.007136,6330420.110431,4883100.383134,12262007.515782,8410839.387170,9278912.566450,10456445.023250,7508396.969215,14333156.604774
5705782.690660,5816719.645764,5929276.055167,9270657.140044,13193887.908994,5896402.062348,6886096.949771,6933234.575796,8863791.548341,12962707.408807,9831697.273831,6095058.943002,6399764.731877,13845421.917347,17647040.443503,2943039.803837,5094522.632445,5075616.991016,3901325.892265,18038118.031891,4068798.120133,6908097.047197,6331065.514590,4882538.256851,12263204.238572,8410418.847399,9277807.152092,10455701.497259,7499363.652585,14330658.355465
5705737.089855,5814435.055075,5929007.109703,9268384.338163,13201379.772949,5895335.368155,6886658.210265,6933182.259164,8864524.986526,12962527.638804,9832717.434726,6095128.961972,6398985.672586,13844949.139198,17643617.936753,2933092.568390,5073930.129627,5047647.858802,3914419.803530,18038296.730790,4064863.471368,6906692.813181,6329019.887578,4884444.720900,12263207.901380,8412409.941418,9277459.918255,10456280.475658,7493272.715683,14332712.406876
5705831.563040,5812864.998772,5927241.357637,9270722.939219,13201864.815248,5894150.586471,6886905.539881,6931005.535203,8861622.978180,12962844.879827,9833448.505786,6095916.788318,6395701.271038,13843022.894870,17643629.493766,2941076.780933,5093857.265661,5074360.304072,3900301.556009,18038325.092387,4065281.626364,6911316.535550,6332117.085075,4881951.548165,12264828.952446,8411459.425231,9287602.499999,10457918.068457,7491023.835588,14332474.265925
5705546.085566,5811933.356276,5928426.235973,9271145.308836,13202725.537112,5891769.530253,6886321.983564,6933442.469274,8862421.933074,12963117.281626,9834084.835593,6097439.033570,6390074.331481,13839988.491595,17643665.707536,2930772.907634,5071256.704207,5050032.086853,3911887.300074,18037422.753473,4067255.267273,6908300.470277,6321414.773678,4882839.303684,12264711.922347,8412758.480066,9285411.481358,10458279.632830,7489111.525757,14337863.182068
5705346.606316,5809399.824787,5928233.347057,9272823.848163,13202982.055039,5890912.627886,6883451.805623,6932894.554844,8863788.277023,12956689.434108,9838408.052799,6099818.893025,6389879.339444,13839105.514668,17641996.573905,2940285.902129,5089289.260772,5078739.444914,3897746.061187,18036775.962605,4068120.682298,6908622.368326,6322982.629237,4881719.065033,12265036.421068,8411304.952842,9283123.079780,10460859.355219,7493925.948705,14335365.980517
5704425.333333,5808250.752881,5928233.617948,9274175.255043,13203454.391181,5891312.414510,6885990.471250,6930560.667405,8869028.278088,12956713.212045,9838895.145961,6102767.268678,6394191.499803,13841633.577530,17640500.158917,2929490.245861,5064949.178753,5053019.685500,3910572.148396,18062462.627553,4065687.789304,6904396.106665,6321011.191643,4879723.981956,12265027.622726,8411989.642426,9285199.328277,10478555.844800,7483302.202199,14340604.915209
5702767.324187,5807369.057754,5928603.589869,9275082.637271,13204835.730339,5889749.642639,6884198.481100,6932079.036479,8869851.988763,12956570.644748,9839351.519791,6107427.727513,6393876.124930,13833495.850333,17660054.612619,2937603.978373,5084567.134810,5081112.698413,3898000.702793,18062507.711439,4067214.712940,6903905.265701,6320250.917490,4877966.585844,12262950.876082,8410385.104810,9285176.358528,10478322.250144,7473268.260418,14338102.969179
5702319.194567,5805999.400750,5927748.626572,9271631.983706,13204958.099677,5890539.639661,6882815.659923,6931466.068926,8870053.415333,12958135.570215,9839295.092359,6108408.020890,6393733.024353,13834889.504444,17660255.346240,2928337.660119,5058904.865615,5055680.179639,3909948.133099,18087723.667916,4066537.127110,6907253.964392,6317824.424556,4882213.424884,12263811.816494,8411672.013809,9283384.434621,10478486.251567,7474381.289749,14344257.619387
5700890.832984,5807946.454360,5929197.827242,9271362.660367,13204554.143375,5890696.740020,6882570.129300,6928610.984060,8874646.110250,12958891.375589,9835498.334775,6108435.931463,6393212.960695,13842685.162045,17661754.529765,2937443.341369,5075588.029475,5082859.212669,3896675.339364,18087804.041533,4067919.482159,6911630.988602,6320280.259042,4880783.890546,12264850.176034,8409497.627133,9283014.896283,10478637.306556,7484945.366163,14346938.152690
5701194.614961,5808277.167307,5929313.033414,9271642.913177,13210118.980891,5892109.133680,6882761.482206,6930007.714270,8875503.843318,12959929.319762,9831971.342858,6114630.367690,6394857.919761,13843690.919898,17658985.850157,2928242.152654,5057581.713882,5055132.170002,3907969.540245,18088072.962027,4067724.839936,6910735.645594,6317085.058126,4881304.046053,12263871.498340,8397482.435434,9286325.059700,10478754.396523,7485130.340662,14347995.186349
5701058.034763,5809052.796918,5929240.491708,9270212.139764,13210459.346323,5893315.749564,6882163.110792,6929304.034884,8875207.240882,12954330.200586,9827952.204904,6113267.333616,6392070.543386,13842505.338261,17658906.325995,2938703.704750,5074427.402993,5086041.786099,3894604.917586,18088284.944519,4071191.140145,6914985.359522,6318928.764728,4881807.547702,12264195.039302,8397064.629649,9285931.045673,10478248.108909,7482654.176499,14346475.541791
5699404.725517,5811731.244322,5929180.277356,9270604.681636,13210033.333867,5891939.586672,6882288.202387,6930528.479433,8879232.455268,12955201.772254,9828137.400174,6115610.183076,6391868.984178,13842222.510272,17657700.358370,2930905.647820,5050605.134094,5059043.887176,3907056.670664,18088139.755981,4071278.703428,6911526.274693,6316027.126796,4883865.245834,12263640.132610,8397330.238064,9285266.324179,10475816.541777,7483080.611889,14350059.059482
5700539.934618,5811288.130577,5927721.144649,9272049.252064,13209894.482945,5893252.742957,6882716.716821,6929738.408041,8879597.157806,12955178.097363,9828202.759211,6116696.043480,6396290.678338,13842881.353882,17656244.172699,2939720.900535,5072045.307755,5088604.561507,3894338.289445,18088427.123943,4072931.200689,6912439.352139,6325343.778744,4883943.304230,12235548.880480,8395269.682936,9285505.148452,10475315.291704,7473037.801333,14346471.942545
5698546.609328,5811479.722970,5927393.083598,9268080.419348,13210086.956859,5894176.485117,6882725.283073,6926946.551708,8880330.395281,12954973.380598,9829071.092629,6115693.769733,6397786.811221,13835868.049011,17657188.184045,2930554.553533,5051892.219431,5059051.496725,3908492.239797,18089335.719370,4070835.008048,6910099.282207,6321126.624973,4882702.663994,12236076.115478,8396914.243502,9286546.064093,10475387.311458,7465200.087289,14349396.723342
5698518.403382,5812682.638697,5927445.078185,9268683.782157,13210272.908609,5894179.799988,6878738.220762,6928249.843644,8880094.972011,12955718.089168,9829517.053944,6115379.379576,6397312.241542,13826728.271226,17658695.506514,2940192.608276,5074084.243661,5085998.615941,3893454.257114,18089444.174353,4072091.284685,6915831.480694,6324849.262159,4884031.936391,12236926.731822,8395705.203010,9285481.909576,10474592.076499,7475334.106608,14345146.051419
5697966.776187,5812978.418733,5926931.657371,9269697.190248,13200845.284225,5895634.172521,6878349.497598,6928015.289251,8880971.270570,12954239.023597,9829720.052562,6114379.927002,6396751.473810,13836072.750363,17658929.457931,2931986.947014,5049526.293266,5057365.562914,3905469.658885,18089496.242657,4066947.399603,6913879.555417,6324403.682217,4884361.640793,12237966.696861,8396654.003261,9285127.227630,10474564.566945,7482912.412455,14342879.020717
5698255.122726,5814387.843502,5927166.176488,9271572.020865,13200659.761626,5893708.603414,6878358.887834,6927998.608811,8883078.598707,12954448.744226,9828714.845656,6112776.915127,6395883.896694,13835885.648853,17658784.917837,2941229.294953,5072143.681097,5084649.641922,3891803.591781,18089426.047604,4068109.659463,6914406.494245,6326049.079019,4881068.023420,12238066.532175,8395014.564242,9283146.521951,10473641.830042,7475840.922768,14339742.983429
5699664.951004,5815765.342155,5925302.931544,9273008.344069,13201796.000475,5893510.065772,6879215.301336,6930038.313952,8879979.702352,12955145.282885,9829315.096862,6112333.320651,6395695.926810,13836116.343995,17657071.944626,2932253.214204,5056155.317639,5057663.328430,3904230.681036,18089524.754042,4063398.142762,6909965.681959,6320218.923691,4881649.917927,12237370.270217,8396586.883568,9287203.258089,10472602.748972,7473138.948650,14341364.317869
